"Ano","Mes","Solicitante","Beneficiario","Tipo_Solicitante","Sub_Tipo_Dispensa","Resolucion","Moneda","Valor_CIF_Suma"
"2017","1","FUERZA DE TAREA CONJUNTA BRAVO","FUERZA DE TAREA CONJUNTA BRAVO","DISPENSAS OFICIALES","FUERZA DE TAREA CONJUNTO BRAVO","CON LUGAR","US$","2106792.08"
"2017","1","ASOCIACION ALOYSIUS","ASOCIACION ALOYSIUS","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","22818.00"
"2017","1","CONSTRUCTORA QUEIROZ GALVAO S A.","CORREDOR LOGISTICO CARRETERA VILLA DE SAN ANTONIO-GOASCORAN SECCION II EL QUEBRACHAL-PUENTE SAN JUAN II-GOASCORAN","DISPENSAS ESPECIALES","CONSTRUCTORAS-PROYECTOS NACIONALES","CON LUGAR","US$","175730.60"
"2017","1","EMBAJADA DE ESPAÑA","ANTONIO ESTEBAN  CUERVO ALVAREZ","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","10770.86"
"2017","1","LA ASOCIACION  CAPACITACION EDUCACION, PRODUCCION, UNIFICACION, DESARROLLO, ORGANIZACION    CEPUDO","CEPUDO","DISPENSAS ESPECIALES","ORGANIZACIONES SIN FINES DE LUCRO/ DONACIONES","CON LUGAR","US$","73407.00"
"2017","1","EMBAJADA DE ESPAÑA","ANTONIO ESTEBAN  CUERVO ALVAREZ","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","14708.65"
"2017","1","EMBAJADA DE PERU EN HONDURAS","ABEL ANTONIO CARDENAS TUPPIA","SOLICITUD DE VENTA DE VEH","TRASPASO DE VEHICULO DE FUNCIONARIO A FUNCIONARIO LIBRE DE PAGO","CON LUGAR","LPS","12700.00"
"2017","1","NATIONAL HOLINESS MISSIONARY SOCIETY","NATIONAL HOLINESS MISSIONARY SOCIETY","DISPENSAS ESPECIALES","CONFRATERNIDAD EVANGELICA","CON LUGAR","US$","23806.50"
"2017","1","IGLESIA CATOLICA DE HONDURAS","IGLESIA CATOLICA DE HONDURAS","SOLICITUD DE VENTA DE VEH","VENTA IGLESIAS PREVIO PAGO","CON LUGAR","US$","4401.92"
"2017","1","IGLESIA CATOLICA DE HONDURAS","ARQUIDIOCESIS DE TEGUCIGALPA PARROQUIA SAN JUNA BAUTISTA DE OJOJONA","DISPENSAS ESPECIALES","IGLESIA CATOLICA DE HONDURAS","CON LUGAR","US$","3483.00"
"2017","1","PRODUCCIONES DE ENERGIA SOLAR Y DEMAS RENOVABLES S.A DE C.V (PRODERSSA)","PROYECTO SOLAR NACAOME II AGUA FRIA","DISPENSAS ESPECIALES","HIDROELECTRICA PARA AUTOCONSUMO","CON LUGAR","US$","7377.16"
"2017","1","MERENDON POWER PLANT, S.A. DE C.V.","PROYECTO MERENDON POWER PLANT","DISPENSAS ESPECIALES","ENERGIA HIDROELECTRICA","CON LUGAR","US$","27000.00"
"2017","1","BANCO MUNDIAL EN HONDURAS (BM)","JOSE SIMON REZK","SOLICITUD DE VENTA DE VEH","VENTA LIBRE FUNCIONARIOS DE ORGANISMOS","CON LUGAR","US$","25900.00"
"2017","1","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA  COCESNA","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA COCESNA","DISPENSAS OFICIALES","CORPORACION CENTROAMERICANA DE SERVICIOS DE NAVEGACION AEREA COCESNA","CON LUGAR","US$","54135.00"
"2017","1","EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA","JAMES CLARK FULTON","DISPENSAS OFICIALES","DIPLOMATICOS Y FUNCIONARIOS DE EMBAJADAS","CON LUGAR","US$","10700.37"
